DaysSinceRecentOrder,Nb Orders,Amount Orders,Avg Amount Orders,Max Amount Orders,Nb items,Avg Nb items,Avg item amount,Max item amount,PayMeth_Bancontact,PayMeth_Card,PayMeth_Ideal,PayMeth_Klarna,PayMeth_Other,PayMeth_Pay Later,PayMeth_shopify payments,Always Discount,Always Free Shipping,Never Discount,Never Free Shipping,Max Discount Percentage,Same SKU more than once,Email Marketing Consent,Accepts Marketing,click,open,Days since First Active,Days since Last Active,Days since Profile Created On,Days since Date Added,Recent City_amersfoort,Recent City_amsterdam,Recent City_breda,Recent City_den haag,Recent City_eindhoven,Recent City_groningen,Recent City_haarlem,Recent City_rotterdam,Recent City_utrecht,Recent City_zwolle,dbscan_cluster
387,1,34.95,34.95,34.95,1,1.0,34.95,34.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,685,2,685,1,False,False,False,False,False,False,False,False,False,False,7
387,1,208.41,69.47,69.47,3,1.0,28.47,32.41,0,0,0,0,0,1,0,1,1,0,0,0.23,0,0,0,1,1,858,91,858,1,False,False,False,False,False,False,False,False,False,False,2
263,3,436.83,109.21,194.99,13,3.0,31.45,38.95,0,0,1,0,0,0,1,0,1,0,0,0.11,0,2,0,1,1,774,208,774,1,False,False,False,False,False,False,False,False,False,False,-1
377,1,33.95,33.95,33.95,1,1.0,33.95,33.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,1,0,398,281,393,1,False,False,False,False,False,False,False,True,False,False,-1
286,1,229.83,76.61,76.61,3,1.0,31.62,36.95,0,0,0,0,0,0,1,1,1,0,0,0.24,0,0,0,1,1,286,208,286,1,False,False,False,False,False,False,False,False,False,False,16
387,1,91.05,91.05,91.05,3,3.0,31.95,31.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,0,0,0,1,561,387,561,1,False,False,False,False,False,False,False,False,False,False,0
387,1,105.24,52.62,52.62,2,1.0,30.15,32.09,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,1,1,793,56,793,1,False,False,False,False,False,False,False,False,False,False,4
387,1,34.95,34.95,34.95,1,1.0,34.95,34.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,564,387,564,1,False,False,False,False,False,False,False,False,False,False,7
64,2,178.51,59.5,72.78,4,1.0,29.28,32.95,0,0,0,0,0,0,1,0,1,0,0,0.11,0,2,0,0,1,174,36,174,1,False,False,False,False,False,False,False,False,False,False,159
387,1,123.8,61.9,61.9,2,1.0,30.95,33.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,539,387,539,1,False,False,False,False,False,False,False,False,False,True,-1
387,1,176.4,88.2,88.2,3,2.0,30.45,31.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,2,0,0,0,869,387,869,1,False,False,False,False,False,False,False,False,False,False,160
387,1,59.42,59.42,59.42,2,2.0,34.04,34.04,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,1,1,669,387,669,1,False,False,False,False,False,False,False,False,False,False,4
387,1,270.33,90.11,90.11,3,1.0,31.62,32.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,0,0,0,1,525,387,525,1,False,True,False,False,False,False,False,False,False,False,9
387,3,232.31,58.08,79.77,6,2.0,28.35,33.95,0,0,0,0,0,1,0,0,1,0,0,0.15,1,1,0,1,1,670,6,670,1,False,False,False,False,False,False,False,False,False,False,161
233,1,123.92,61.96,61.96,2,1.0,36.45,38.95,0,0,0,0,0,0,1,1,1,0,0,0.18,0,0,0,0,1,233,207,233,1,False,False,False,False,False,False,True,False,False,False,-1
291,2,69.0,34.5,35.05,2,1.0,36.45,38.95,0,0,0,0,0,0,1,0,1,0,0,0.11,0,1,1,1,1,299,41,299,1,False,False,False,False,False,False,False,False,False,False,54
104,2,434.56,108.64,129.85,9,2.0,31.45,33.95,0,0,0,0,0,0,1,1,1,0,0,0.46,0,0,0,1,0,133,41,133,1,False,False,False,False,False,False,False,False,False,False,-1
387,2,157.87,52.62,59.43,4,1.0,30.3,34.52,0,0,1,0,0,0,0,1,1,0,0,0.16,0,2,0,1,1,961,230,893,1,False,False,False,False,False,False,False,False,False,False,4
342,1,30.55,30.55,30.55,1,1.0,33.95,33.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,2,0,1,1,342,7,342,1,False,False,False,False,False,False,False,False,False,False,16
387,1,36.95,36.95,36.95,1,1.0,36.95,36.95,0,0,0,0,0,1,0,0,1,1,0,0.0,0,1,1,1,1,601,6,601,1,False,False,False,False,False,False,False,False,False,False,102
387,1,223.82,111.91,111.91,4,2.0,30.95,33.95,0,0,0,0,0,1,0,1,1,0,0,0.05,0,2,0,1,1,654,239,654,1,False,False,False,False,False,False,False,False,False,False,2
327,1,30.55,30.55,30.55,1,1.0,33.95,33.95,0,0,0,1,0,0,0,1,1,0,0,0.11,0,2,0,1,1,327,2,327,1,False,False,False,False,False,False,False,False,False,False,44
253,2,196.66,65.55,81.78,4,1.0,32.79,38.95,0,0,1,0,0,0,1,1,1,0,0,0.18,0,0,0,1,1,399,41,399,1,False,False,False,False,False,False,False,False,False,False,34
387,1,25.46,25.46,25.46,1,1.0,29.17,29.17,0,0,0,0,0,1,0,1,1,0,0,0.15,0,0,0,0,1,695,387,695,1,False,False,False,False,False,False,False,False,False,False,24
165,1,174.36,87.18,87.18,3,2.0,33.95,38.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,0,0,0,0,165,139,165,1,False,False,False,False,False,False,False,False,False,False,-1
32,2,455.64,113.91,120.42,7,2.0,35.2,38.95,0,0,0,1,0,0,1,1,1,0,0,0.11,0,1,1,1,1,340,6,335,1,False,False,False,False,False,False,False,False,False,False,-1
18,1,23.35,23.35,23.35,1,1.0,25.95,25.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,0,0,42,18,18,1,False,False,False,False,False,False,False,False,False,False,36
240,2,306.43,102.14,134.74,5,2.0,35.95,36.95,0,0,0,1,0,0,0,0,1,0,0,0.05,0,1,0,1,1,879,21,879,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,36.95,36.95,36.95,1,1.0,36.95,36.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,1,1,587,387,587,1,False,False,False,False,False,False,False,False,False,False,5
124,2,1047.88,130.99,157.32,12,2.0,28.45,33.95,0,0,0,0,0,0,1,1,1,0,0,0.34,1,2,0,1,1,159,97,159,1,False,False,False,False,False,False,False,False,False,False,-1
387,2,564.98,141.24,190.48,10,2.0,31.18,32.95,0,0,0,0,0,1,0,1,1,0,0,0.09,0,1,0,0,1,803,19,803,1,False,False,False,False,False,False,False,False,False,False,-1
387,2,45.51,22.76,23.95,2,1.0,23.85,23.95,0,0,1,0,0,0,0,0,1,0,0,0.1,1,0,0,0,1,569,293,569,1,False,False,False,False,False,False,False,False,False,False,88
387,2,175.02,58.34,72.68,4,1.0,30.51,32.38,0,0,1,0,0,0,0,1,1,0,0,0.23,0,1,0,1,1,790,2,790,1,False,False,False,False,False,False,False,False,False,False,4
256,1,30.55,30.55,30.55,1,1.0,33.95,33.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,1,1,256,41,256,1,False,False,False,False,False,False,False,False,False,False,6
387,3,359.92,71.98,76.66,10,2.0,25.81,31.39,0,0,1,0,0,0,0,1,1,0,0,0.23,1,1,0,1,1,721,158,721,1,False,False,False,False,False,False,False,False,False,False,33
387,1,36.95,36.95,36.95,1,1.0,36.95,36.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,660,185,660,1,False,False,False,False,False,False,False,False,False,False,7
80,3,752.14,94.02,102.99,11,1.0,26.08,34.95,0,0,1,0,0,0,1,1,1,0,0,0.11,0,0,0,1,1,987,41,893,1,False,True,False,False,False,False,False,False,False,False,-1
387,1,116.84,58.42,58.42,2,1.0,31.89,36.31,0,0,0,0,0,1,0,1,1,0,0,0.09,0,1,1,1,1,614,2,614,1,False,False,False,False,False,False,False,False,False,False,142
387,1,29.95,29.95,29.95,1,1.0,29.95,29.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,1,1,614,172,614,1,False,False,False,False,False,False,False,False,False,False,5
124,1,83.56,83.56,83.56,3,3.0,30.95,30.95,0,0,0,1,0,0,0,1,1,0,0,0.11,0,1,1,1,1,124,-2,124,1,False,False,False,False,False,False,False,False,False,False,60
387,1,74.28,74.28,74.28,3,3.0,30.44,30.44,0,0,0,0,0,1,0,1,1,0,0,0.23,0,0,0,1,1,693,212,693,1,False,False,False,False,False,False,False,False,False,False,2
233,1,449.94,149.98,149.98,3,1.0,52.62,58.95,0,0,0,0,0,0,1,1,1,0,0,0.05,0,2,0,1,1,233,7,233,1,False,False,False,False,False,True,False,False,False,False,-1
244,1,53.9,53.9,53.9,2,2.0,26.95,26.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,2,0,0,1,244,7,244,1,False,False,False,False,False,False,False,False,False,False,8
14,1,78.16,78.16,78.16,3,3.0,28.95,28.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,0,1,14,-1,14,1,False,False,False,False,False,False,False,False,False,False,11
387,1,25.46,25.46,25.46,1,1.0,29.17,29.17,0,0,1,0,0,0,0,1,1,0,0,0.15,0,1,0,1,1,819,0,819,1,False,False,False,False,False,False,False,False,False,False,4
377,1,291.54,145.77,145.77,5,2.0,31.45,31.95,0,0,1,0,0,0,0,1,1,0,0,0.08,0,0,0,1,1,382,72,382,1,False,False,False,False,False,True,False,False,False,False,-1
377,1,32.95,32.95,32.95,1,1.0,32.95,32.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,1,1,1,1,400,5,400,1,False,False,False,False,False,False,False,False,False,False,107
169,3,129.8,43.27,65.9,4,1.0,32.28,32.95,0,0,1,0,0,0,1,0,1,1,0,0.0,1,2,0,0,1,541,2,541,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,67.9,67.9,67.9,2,2.0,33.95,33.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,784,253,784,1,False,False,False,False,False,False,False,False,False,False,7
68,1,27.96,27.96,27.96,1,1.0,34.95,34.95,0,0,0,1,0,0,0,1,1,0,0,0.25,0,1,1,1,1,93,1,93,1,False,False,False,False,False,False,False,False,False,False,60
132,4,262.62,52.52,68.9,6,1.0,34.55,34.95,0,0,0,0,0,0,1,0,1,0,0,0.25,1,0,0,1,1,195,106,195,1,False,False,False,False,False,False,False,False,False,False,27
387,1,82.51,82.51,82.51,3,3.0,28.95,28.95,0,0,0,0,0,1,0,1,1,0,0,0.05,0,2,0,0,0,523,387,523,1,False,False,False,False,False,False,False,False,False,False,138
328,3,162.21,54.07,73.98,7,2.0,25.84,25.95,1,0,0,0,0,0,1,0,1,0,0,0.23,1,2,0,1,1,496,29,485,1,False,False,False,False,False,False,False,False,False,False,-1
131,1,29.95,29.95,29.95,1,1.0,29.95,29.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,0,0,0,1,131,105,131,1,False,False,False,False,False,False,False,True,False,False,162
387,2,51.2,25.6,26.95,2,1.0,26.84,26.95,0,0,1,0,0,0,0,0,1,0,0,0.1,1,0,0,1,1,538,49,538,1,False,False,False,False,False,False,False,False,False,False,26
17,1,43.12,43.12,43.12,2,2.0,26.95,26.95,0,0,0,0,0,0,1,1,1,0,0,0.25,0,2,0,0,1,17,7,17,1,False,False,False,False,False,False,False,False,False,False,10
387,1,93.91,93.91,93.91,3,3.0,32.95,32.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,2,0,0,1,884,2,884,1,False,False,False,False,False,False,False,False,False,False,0
387,2,88.06,44.03,59.31,3,2.0,32.03,32.68,1,0,0,0,0,0,0,1,1,0,0,0.1,1,0,0,0,1,985,387,893,1,False,False,False,False,False,False,False,False,False,False,-1
226,1,38.95,38.95,38.95,1,1.0,38.95,38.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,2,0,0,1,226,55,226,1,False,False,False,False,False,True,False,False,False,False,-1
387,1,25.46,25.46,25.46,1,1.0,29.58,29.58,0,0,1,0,0,0,0,1,1,0,0,0.16,0,2,0,0,1,585,253,585,1,False,False,False,False,False,False,False,False,False,False,0
387,1,31.41,31.41,31.41,1,1.0,35.99,35.99,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,0,1,658,387,658,1,False,False,False,False,False,False,False,False,False,False,0
377,3,400.64,66.77,92.01,7,1.0,31.0,32.95,0,0,1,0,0,0,0,1,1,0,0,0.15,1,1,0,1,1,763,1,763,1,False,False,False,False,False,False,False,False,False,False,33
377,4,227.18,56.8,67.9,7,2.0,33.84,34.52,0,0,1,0,0,0,0,0,1,0,0,0.16,1,1,0,1,1,852,2,852,1,False,False,False,False,False,False,False,False,False,False,26
364,1,28.95,28.95,28.95,1,1.0,28.95,28.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,1,0,1,1,370,250,370,1,False,False,False,False,False,False,False,False,False,False,17
377,1,29.66,29.66,29.66,1,1.0,32.68,32.68,0,0,0,0,0,1,0,1,1,0,0,0.1,0,1,0,0,1,427,253,427,1,False,False,False,False,False,False,False,False,False,False,24
45,2,150.96,75.48,78.18,6,3.0,27.84,28.95,0,0,0,0,0,1,1,1,1,0,0,0.11,0,1,1,1,1,379,-2,379,1,False,False,False,False,False,False,False,False,False,False,-1
301,2,1009.84,144.26,180.56,9,1.0,32.15,36.95,0,0,1,0,0,0,1,1,1,0,0,0.25,1,2,0,1,1,390,1,390,1,False,False,False,False,False,True,False,False,False,False,-1
122,3,341.97,85.49,156.52,12,3.0,27.2,27.95,0,0,0,1,0,1,0,0,1,0,0,0.25,1,2,0,1,1,639,20,639,1,False,False,False,False,False,False,False,False,False,False,-1
387,4,405.16,67.53,86.3,9,2.0,30.95,36.95,0,0,1,0,0,0,0,0,1,0,0,0.05,1,0,0,1,1,639,387,639,1,False,False,False,False,False,False,False,False,False,False,26
101,3,323.22,53.87,59.41,8,1.0,24.55,28.95,0,0,0,0,0,0,1,0,1,0,0,0.46,0,0,0,1,1,218,30,218,1,False,False,False,False,False,False,False,False,False,False,-1
124,2,164.26,82.13,94.36,5,2.0,34.95,34.95,0,0,1,0,0,0,1,0,1,0,0,0.11,1,0,0,1,1,598,41,598,1,False,False,False,False,False,False,False,False,False,False,14
332,1,30.55,30.55,30.55,1,1.0,33.95,33.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,0,1,332,41,332,1,False,False,False,False,False,False,False,False,False,False,11
272,3,1160.82,165.83,182.13,18,3.0,23.37,38.95,1,0,1,0,0,0,1,1,1,0,0,0.11,1,1,0,1,1,817,19,817,1,False,False,False,False,False,False,False,False,False,False,-1
322,1,30.55,30.55,30.55,1,1.0,33.95,33.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,0,0,1,578,182,578,1,False,False,False,False,False,False,False,False,False,False,10
387,1,26.95,26.95,26.95,1,1.0,26.95,26.95,0,0,0,0,0,1,0,0,1,1,0,0.0,0,2,0,1,1,529,252,529,1,False,False,False,False,False,False,False,False,False,False,77
387,1,80.87,80.87,80.87,3,3.0,29.43,29.43,0,0,1,0,0,0,0,1,1,0,0,0.09,0,0,0,1,1,651,231,651,1,False,False,False,False,False,False,False,False,False,False,4
387,1,76.81,76.81,76.81,3,3.0,26.95,26.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,2,0,0,1,1065,49,387,1,False,False,False,False,False,False,False,False,False,False,0
51,3,581.88,96.98,141.75,11,2.0,33.45,33.95,0,0,0,0,0,0,1,1,1,0,0,0.46,1,1,1,1,1,174,0,174,1,False,False,False,False,False,False,False,False,False,False,29
387,1,24.25,24.25,24.25,1,1.0,26.72,26.72,0,0,1,0,0,0,0,1,1,0,0,0.1,0,0,0,0,1,593,387,593,1,False,False,False,False,False,False,False,False,False,False,0
387,1,26.95,26.95,26.95,1,1.0,26.95,26.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,1,1,588,39,588,1,False,False,False,False,False,False,False,False,False,False,5
258,1,59.31,59.31,59.31,2,2.0,32.95,32.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,0,0,1,1,258,41,258,1,False,False,False,False,False,False,False,False,False,False,16
387,1,31.46,31.46,31.46,1,1.0,34.34,34.34,0,0,0,0,0,1,0,1,1,0,0,0.09,0,2,0,0,1,697,108,697,1,False,False,False,False,False,False,False,False,False,False,24
172,1,73.49,73.49,73.49,1,1.0,81.66,81.66,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,0,1,172,41,172,1,False,False,False,False,False,False,False,False,False,False,11
387,2,918.26,153.04,177.36,8,1.0,29.71,34.34,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,1,1,764,387,764,1,False,False,False,False,False,False,True,False,False,False,-1
377,2,552.33,78.9,78.91,7,1.0,25.52,34.66,0,0,0,0,0,1,0,1,1,0,0,0.16,1,0,0,0,1,493,377,493,1,False,False,False,False,False,False,False,False,False,False,-1
207,2,156.4,52.13,64.9,3,1.0,31.49,32.95,0,0,1,0,0,0,1,0,1,0,0,0.11,0,0,0,1,1,1079,25,387,1,False,False,False,False,False,False,False,True,False,False,-1
305,1,113.22,56.61,56.61,2,1.0,31.45,32.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,0,1,305,41,305,1,False,False,False,False,False,False,False,False,False,False,11
213,1,42.44,42.44,42.44,1,1.0,47.16,47.16,0,0,0,1,0,0,0,1,1,0,0,0.11,0,1,1,0,1,213,2,213,1,False,False,False,False,False,False,False,False,False,False,35
98,5,884.52,73.71,91.04,15,1.0,28.38,33.95,0,1,0,0,0,0,1,1,1,0,0,0.46,1,1,0,1,1,852,2,852,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,28.95,28.95,28.95,1,1.0,28.95,28.95,1,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,705,213,705,1,False,False,False,False,False,False,False,False,False,False,31
55,2,606.54,101.09,122.2,8,1.0,28.95,32.95,0,0,0,0,0,0,1,1,1,0,0,0.18,0,2,0,0,1,81,2,81,1,False,True,False,False,False,False,False,False,False,False,-1
99,1,87.05,87.05,87.05,5,5.0,26.95,26.95,0,0,0,0,0,0,1,1,1,0,0,0.55,0,0,0,0,1,99,38,99,1,False,False,False,False,False,False,False,False,False,False,-1
387,3,490.18,163.39,207.59,17,6.0,31.95,32.95,0,1,0,0,0,0,0,1,1,0,0,0.11,0,0,0,1,0,916,249,893,1,False,False,False,False,False,False,False,False,False,False,-1
363,1,29.95,29.95,29.95,1,1.0,29.95,29.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,2,0,1,1,363,41,363,1,False,False,False,False,False,False,False,False,False,False,17
387,2,445.72,111.43,124.01,9,2.0,26.98,27.47,1,0,1,0,0,0,0,1,1,0,0,0.09,1,0,0,1,1,839,387,839,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,36.95,36.95,36.95,1,1.0,36.95,36.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,613,21,613,1,True,False,False,False,False,False,False,False,False,False,205
103,3,627.23,104.54,126.25,13,2.0,29.28,31.95,1,0,0,0,0,0,1,1,1,0,0,0.64,1,0,0,1,1,432,70,432,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,29.66,29.66,29.66,1,1.0,32.68,32.68,0,0,1,0,0,0,0,1,1,0,0,0.1,0,1,0,1,1,588,2,588,1,False,False,False,False,False,False,False,False,False,False,4
387,1,25.46,25.46,25.46,1,1.0,29.17,29.17,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,0,1,669,387,669,1,False,False,False,False,False,False,False,False,False,False,0
387,1,141.8,70.9,70.9,2,1.0,35.45,36.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,599,252,599,1,False,False,False,False,False,False,False,False,False,True,151
387,1,24.95,24.95,24.95,1,1.0,24.95,24.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,1007,387,893,1,False,False,False,False,False,False,False,False,False,False,7
387,1,53.9,53.9,53.9,2,2.0,26.95,26.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,438,29,438,1,False,False,False,False,False,False,False,False,True,False,71
49,6,323.29,53.88,75.48,13,2.0,29.78,38.95,0,0,0,0,0,1,1,0,1,0,0,0.24,1,1,1,1,1,942,1,893,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,258.78000000000003,86.26,86.26,3,1.0,31.39,33.36,0,0,0,0,0,1,0,1,1,0,0,0.09,0,0,0,1,1,862,387,862,1,False,False,False,False,False,False,False,False,False,False,2
298,1,182.38,182.38,182.38,7,7.0,28.95,28.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,0,0,1,1,297,41,297,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,173.43,57.81,57.81,3,1.0,20.28,26.95,0,0,1,0,0,0,0,1,1,0,0,0.05,0,0,0,0,1,1039,282,391,1,False,False,False,False,False,False,False,False,False,False,0
387,2,133.75,44.58,52.9,3,1.0,26.95,27.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,1018,1,654,1,False,False,False,False,False,False,False,False,False,False,7
387,1,26.95,26.95,26.95,1,1.0,26.95,26.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,1118,126,387,1,False,False,False,False,False,False,False,False,False,False,7
387,2,60.900000000000006,30.45,33.95,2,1.0,30.45,33.95,0,0,1,0,0,1,0,0,1,1,0,0.0,0,0,0,0,1,671,230,671,1,False,False,False,False,False,False,False,False,False,False,-1
165,1,130.96,65.48,65.48,3,2.0,27.95,29.95,0,0,0,0,0,0,1,1,1,0,0,0.25,0,2,0,1,1,165,2,165,1,False,False,False,False,False,False,False,False,False,False,16
387,1,123.8,61.9,61.9,2,1.0,30.95,33.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,612,387,612,1,False,False,False,False,False,False,False,False,False,False,7
387,1,201.96,100.98,100.98,4,2.0,28.68,29.17,0,0,1,0,0,0,0,1,1,0,0,0.15,0,1,0,0,1,668,253,668,1,False,False,False,False,False,False,False,False,False,False,0
301,1,156.32,78.16,78.16,3,2.0,29.95,32.95,0,0,0,0,0,0,1,1,1,0,0,0.11,0,1,1,1,1,309,41,309,1,False,False,False,False,False,False,False,False,False,False,6
257,3,1392.33,154.7,240.88,14,2.0,31.95,34.95,0,0,1,0,0,0,1,1,1,0,0,0.11,0,1,1,1,1,618,138,618,1,False,False,False,False,False,False,False,False,False,False,-1
312,3,1709.06,170.91,194.04,16,2.0,31.65,38.95,0,1,1,0,0,0,1,1,1,0,0,0.11,0,0,0,1,1,1032,29,843,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,29.95,29.95,29.95,1,1.0,29.95,29.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,655,387,655,1,False,False,False,False,False,False,False,False,False,False,7
343,1,84.51,84.51,84.51,3,3.0,32.95,32.95,0,0,0,0,0,0,1,1,1,0,0,0.17,0,1,1,1,1,343,2,343,1,False,True,False,False,False,False,False,False,False,False,19
387,1,88.21,88.21,88.21,3,3.0,30.95,30.95,0,0,0,0,0,1,0,1,1,0,0,0.05,0,2,0,0,1,555,213,538,1,False,False,False,False,False,False,False,False,False,False,24
296,3,2780.94,231.74,311.8,22,2.0,31.97,36.5,0,0,0,1,0,1,0,1,1,0,0,0.23,1,2,0,0,1,592,208,592,1,False,False,False,False,False,False,False,False,False,False,-1
387,1,91.67,91.67,91.67,3,3.0,33.36,33.36,0,0,0,0,0,1,0,1,1,0,0,0.09,0,1,0,1,1,675,61,675,1,False,False,False,False,False,False,False,False,False,False,2
377,1,29.95,29.95,29.95,1,1.0,29.95,29.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,432,52,432,1,False,False,False,False,False,False,False,False,False,False,7
251,1,40.95,40.95,40.95,1,1.0,40.95,40.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,2,0,0,1,251,208,251,1,False,False,False,False,False,False,False,False,False,False,8
96,5,314.88,52.48,67.9,10,2.0,28.78,33.95,0,0,0,1,0,0,1,0,1,0,0,0.18,1,1,1,1,1,280,7,280,1,False,False,False,False,False,False,False,False,False,False,-1
377,1,316.95000000000005,105.65,105.65,7,2.0,16.83,17.82,0,0,1,0,0,0,0,1,1,0,0,0.1,0,1,0,1,1,430,253,430,1,False,False,False,False,False,False,False,False,False,False,4
387,1,50.92,50.92,50.92,2,2.0,29.17,29.17,0,0,1,0,0,0,0,1,1,0,0,0.15,0,2,0,0,1,1042,22,391,1,False,False,False,False,False,False,False,False,False,False,0
387,2,360.81,180.4,207.59,12,6.0,32.95,32.95,0,0,1,0,0,0,0,1,1,0,0,0.11,1,1,0,1,1,754,21,754,1,False,False,False,False,False,False,False,False,False,False,-1
387,2,67.51,33.76,36.95,2,1.0,35.16,36.95,0,0,0,0,0,1,0,0,1,0,0,0.09,0,1,0,1,1,623,2,623,1,False,False,False,False,False,False,False,False,False,False,66
279,1,428.61,142.87,142.87,5,2.0,31.95,32.95,0,0,0,1,0,0,0,1,1,0,0,0.11,0,1,1,1,1,640,56,640,1,False,False,False,False,False,False,False,False,False,False,-1
90,1,33.95,33.95,33.95,1,1.0,33.95,33.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,2,0,0,1,90,51,90,1,False,False,False,False,False,False,False,False,False,False,8
387,2,454.14,75.69,76.81,6,1.0,27.04,30.41,0,0,1,0,0,0,0,1,1,0,0,0.09,0,0,0,1,1,762,252,762,1,False,False,False,False,False,False,False,False,False,False,4
274,2,64.5,32.25,33.95,2,1.0,33.95,33.95,0,0,0,0,0,0,1,0,1,0,0,0.11,0,1,1,1,1,281,2,281,1,False,False,False,False,False,False,False,False,False,False,54
377,1,1797.3,359.46,359.46,12,2.0,34.35,36.95,0,0,0,0,0,1,0,1,1,0,0,0.11,0,1,0,1,1,605,22,605,1,False,False,False,False,False,False,False,False,False,False,-1
387,2,69.9,34.95,34.95,2,1.0,34.95,34.95,0,0,1,0,0,0,0,0,1,1,0,0.0,1,2,0,0,1,745,253,745,1,False,False,False,False,False,False,False,False,False,False,108
365,4,455.99,65.14,88.2,10,1.0,27.01,33.07,0,0,1,0,0,0,1,1,1,0,0,0.18,1,0,0,1,1,1009,7,893,1,False,False,False,False,False,False,False,False,False,False,72
160,2,179.05,89.52,116.77,8,4.0,25.95,25.95,0,0,0,0,0,0,1,1,1,0,0,0.25,1,0,0,1,1,244,36,244,1,False,False,False,False,False,False,False,False,False,False,22
387,1,33.95,33.95,33.95,1,1.0,33.95,33.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,2,0,0,1,537,94,537,1,False,False,False,False,False,False,False,False,False,False,7
387,1,26.95,26.95,26.95,1,1.0,26.95,26.95,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,0,0,1,459,266,459,1,False,False,False,False,False,False,False,False,False,False,7
387,1,106.96,53.48,53.48,2,1.0,30.64,33.07,0,0,1,0,0,0,0,1,1,0,0,0.15,0,0,0,0,1,801,387,801,1,False,False,False,False,False,False,False,False,False,False,0
189,1,36.95,36.95,36.95,1,1.0,36.95,36.95,0,0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,1,189,-1,189,1,False,False,False,False,False,False,False,False,False,False,58
387,1,139.8,69.9,69.9,2,1.0,34.95,36.95,0,0,0,0,0,1,0,0,1,1,0,0.0,0,2,0,0,1,605,387,605,1,False,False,False,False,False,False,False,False,False,False,3
286,1,110.32,55.16,55.16,2,1.0,32.45,33.95,0,0,0,0,0,0,1,1,1,0,0,0.18,0,0,0,1,1,415,31,286,1,False,False,False,False,False,False,False,False,False,False,16
